ID,Last Name,First Name,Title,Department,Phone,Extension,E-mail,Start Date,End Date,UDF0,UDF1,UDF2,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF20,UDF21,UDF22,UDF23,UDF24,UDF25,UDF26,UDF27,UDF28,UDF29,UDF30,UDF31,UDF32,UDF33,UDF34
9013,Kapci,Brian,"Supervisor, Compliance UW",Human Resources,555-678-9000,9013,brian.kapci@initec.com,7/25/2019,,100,,,,,,,,,,,,,,@BrianKapci,,,,,,,,,,,,,,,,,,,,
9014,Brumfield,Carol,Temporary Worker,Human Resources,555-678-9000,9014,carol.brumfield@initec.com,7/25/2019,,110,,,,,Move Coord,,,,,,P21004,,,@CarolBrumfield,,,,,,,,,,,,,,,,,,,,
9015,Wilshusen,Carol,Sr. Claims Specialist,Accounting,555-678-9000,9015,carol.wilshusen@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@CarolWilshusen,,,,,,,,,,,,,,,,,,,,
9016,LaRochelle,Christina,Claims Specialist,Accounting,555-678-9000,9016,christina.larochelle@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@ChristinaLaRochelle,,,,,,,,,,,,,,,,,,,,
9017,Mader,Christine,Temporary Worker,Accounting,555-678-9000,9017,christine.mader@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@ChristineMader,,,,,,,,,,,,,,,,,,,,
9018,Phoenix,Cindy,Temporary Worker,Accounting,555-678-9000,9018,cindy.phoenix@initec.com,7/25/2019,,110,,,,Contractor,,,,,,,,,,@CindyPhoenix,,,,,,,,,,,,,,,,,,,,
9019,Bennett,Corey,"VP, Sales",Sales,555-678-9000,9019,corey.bennett@initec.com,7/25/2019,,110,,,,Other,,,,,,,,,,@CoreyBennett,,,,,,,,,,,,,,,,,,,,
9020,Flowers,Craig,Compliance Underwriter,IT,555-678-9000,9020,craig.flowers@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@CraigFlowers,,,,,,,,,,,,,,,,,,,,
9021,Fox,Cris,Compliance Underwriter,Sales,555-678-9000,9021,cris.fox@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@CrisFox,,,,,,,,,,,,,,,,,,,,
9024,Greco,Cynthia,Review Appraisal Specialist,Accounting,555-678-9000,9024,cynthia.greco@initec.com,7/25/2019,,110,,,,,,,,,,,,,,@CynthiaGreco,,,,,,,,,,,,,,,,,,,,
9025,Rosevear,Daniel,"Manager, Loss Recovery",Accounting,555-678-9000,9025,daniel.rosevear@initec.com,,,110,,,,,,,,,,,,,,@DanielRosevear,,,,,,,,,,,,,,,,,,,,
9026,Oleson,Daniel,Claims Specialist,Accounting,555-678-9000,9026,danielle.oleson@initec.com,,,150,,,,,,,,,,,,,,@DanielleOleson,,,,,,,,,,,,,,,,,,,,
9027,Arevalo,Darrell,"Manager, Claims",Finance,555-678-9000,9027,darrell.arevalo@initec.com,,,150,,,,Other,,,,,4/11/2016,,,,,@DarrellArevalo,,,,,,,,,,,,,,,,,,,,
9028,Conners,Debbie,Compliance Underwriter,Accounting,555-678-9000,9028,debbie.conners@initec.com,,,150,,,,,,,,,,,,,,@DebbieConners,,,,,,,,,,,,,,,,,,,,
9029,Hellar,Debbie,Compliance Underwriter,Accounting,555-678-9000,9029,debbie.hellar@initec.com,,,150,,,,,,,,,,,,,,@DebbieHellar,,,,,,,,,,,,,,,,,,,,
9030,Kretschmer,Debbie,Remedy Underwriting Analyst,Accounting,555-678-9000,9030,debbie.kretschmer@initec.com,,,150,,,,,,,,,,,,,,@DebbieKretschmer,,,,,,,,,,,,,,,,,,,,
9031,Brown,Debi,Claims Specialist,Accounting,555-678-9000,9031,debi.brown@initec.com,,,150,,,,,,,,,,,,,,@DebiBrown,,,,,,,,,,,,,,,,,,,,
9032,Cutliff,Denise,Release Consultant,Accounting,555-678-9000,9032,denise.cutliff@initec.com,,,150,,,,,,,,,,,,,,@DeniseCutliff,,,,,,,,,,,,,,,,,,,,
9033,Collins,Dharmesh,Temporary Worker,Finance,555-678-9000,9033,dharmesh.collins@initec.com,,,150,,,,,,,,,,,,,,@DharmeshCollins,,,,,,,,,,,,,,,,,,,,
9034,Pavlik,Diana,Claims Specialist,Accounting,555-678-9000,9034,diana.pavlik@initec.com,,,150,,,,,,,,,,,,,,@DianaPavlik,,,,,,,,,,,,,,,,,,,,
9035,Ellis,Diane,"Supervisor, Compliance UW",Accounting,555-678-9000,9035,diane.ellis@initec.com,,,150,,,,,,,,,,,,,,@DianeEllis,,,,,,,,,,,,,,,,,,,,
9036,Rahmanzai,Edna,"Manager, Claims Support",Accounting,555-678-9000,9036,edna.rahmanzai@initec.com,,,150,,,,,,,,,,,,,,@EdnaRahmanzai,,,,,,,,,,,,,,,,,,,,
9037,Concepcion,Eleanor,Pool Marketing Specialist,Accounting,555-678-9000,9037,eleanor.concepcion@initec.com,,,150,,,,,,,,,,,,,,@EleanorConcepcion,,,,,,,,,,,,,,,,,,,,
9038,Takamura,Elicia,"Supervisor, Claims",Accounting,555-678-9000,9038,elicia.takamura@initec.com,,,150,,,,,,,,,,,,,,@EliciaTakamura,,,,,,,,,,,,,,,,,,,,
9039,Huddleston,Eric,Compliance Underwriter,Accounting,555-678-9000,9039,eric.huddleston@initec.com,,,150,,,,,,,,,,,,,,@EricHuddleston,,,,,,,,,,,,,,,,,,,,
9040,Nakamura,Evie,Natl UW Bus Risk Consultant,Accounting,555-678-9000,9040,evie.nakamura@initec.com,,,150,,,,,,,,,,,,,,@EvieNakamura,,,,,,,,,,,,,,,,,,,,
9041,Meehan,Fahima,Default Reporting Specialist,Accounting,555-678-9000,9041,fahima.meehan@initec.com,,,150,,,,,,,,,,,,,,@FahimaMeehan,,,,,,,,,,,,,,,,,,,,
9042,Hall,Helen,Release Consultant,Human Resources,555-678-9000,9042,helen.hall@initec.com,,,150,,,,,,,,,,,,,,@HelenHall,,,,,,,,,,,,,,,,,,,,
9043,Flores,Isaac,Temporary Worker,Accounting,555-678-9000,9043,isaac.flores@initec.com,,,150,,,,,,,,,,,,,,@IsaacFlores,,,,,,,,,,,,,,,,,,,,
9044,Mensah,Jane,Remedy Resolutions Counselor,Accounting,555-678-9000,9044,jane.mensah@initec.com,,,150,,,,,,,,,,,,,,@JaneMensah,,,,,,,,,,,,,,,,,,,,
9045,Daugherty,Janet,"Manager, Compliance Underwrtg",IT,555-678-9000,9045,janet.daugherty@initec.com,,,150,,,,,,,,,,,,,,@JanetDaugherty,,,,,,,,,,,,,,,,,,,,
9046,Shirey,Janice,Compliance Underwriter,Accounting,555-678-9000,9046,janice.shirey@initec.com,,,150,,,,,,,,,,,,,,@JaniceShirey,,,,,,,,,,,,,,,,,,,,
9047,Gabriel,Jason,Claims Specialist,Accounting,555-678-9000,9047,jason.gabriel@initec.com,,,160,,,,,,,,,,,,,,@JasonGabriel,,,,,,,,,,,,,,,,,,,,
9048,Shevelson,Jay,"Manager, Sales Operations",Finance,555-678-9000,9048,jay.shevelson@initec.com,,,160,,,,,,,,,,,,,,@JayShevelson,,,,,,,,,,,,,,,,,,,,
9049,Enrique,Jennifer,Claims Specialist,Accounting,555-678-9000,9049,jennifer.enrique@initec.com,,,160,,,,,,,,,,,,,,@JenniferEnrique,,,,,,,,,,,,,,,,,,,,
9050,Hernandez,Jennifer,Temporary Worker,Marketing,555-678-9000,9050,jennifer.hernandez@initec.com,,,160,,,,,,,,,,,,,,@JenniferHernandez,,,,,,,,,,,,,,,,,,,,
9051,Pfeuffer,Jennifer,CWR - Agency/Leased Employee,Sales,555-678-9000,9051,jennifer.pfeuffer@initec.com,,,160,,,,,,,,,,,,,,@JenniferPfeuffer,,,,,,,,,,,,,,,,,,,,
9052,Saldin-Hogenson,Jennifer,Compliance Underwriter,Accounting,555-678-9000,9052,jennifer.saldin-hogenson@initec.com,,,160,,,,,,,,,,,,,,@JenniferSaldin-Hogenson,,,,,,,,,,,,,,,,,,,,
9053,Christolos,Jerry,Temporary Worker,Accounting,555-678-9000,9053,jerry.christolos@initec.com,,,160,,,,,,,,,,,,,,@JerryChristolos,,,,,,,,,,,,,,,,,,,,
9054,Idul,JoDee,Claims Specialist,IT,555-678-9000,9054,jodee.idul@initec.com,,,160,,,,,,,,,,,,,,@JoDeeIdul,,,,,,,,,,,,,,,,,,,,
9055,Smith,Judi,Compliance Underwriter,Finance,555-678-9000,9055,judi.smith@initec.com,,,160,,,,,,,,,,,,,,@JudiSmith,,,,,,,,,,,,,,,,,,,,
9056,Chillappagari,Julie,Claims Representative,Accounting,555-678-9000,9056,julie.chillappagari@initec.com,,,160,,,,,,,,,,,,,,@JulieChillappagari,,,,,,,,,,,,,,,,,,,,
9057,Fauvre,Julie,Remedy Underwriting Coordinato,Accounting,555-678-9000,9057,julie.fauvre@initec.com,,,160,,,,,,,,,,,,,,@JulieFauvre,,,,,,,,,,,,,,,,,,,,
9058,Huff,Julie,Claims Specialist,Finance,555-678-9000,9058,julie.huff@initec.com,,,160,,,,,,,,,,,,,,@JulieHuff,,,,,,,,,,,,,,,,,,,,
9059,Crow,Kathy,Compliance Underwriter,Accounting,555-678-9000,9059,kathy.crow@initec.com,,,160,,,,,,,,,,,,,,@KathyCrow,,,,,,,,,,,,,,,,,,,,
9060,Cardinaui,Kelly,Temporary Worker,Sales,555-678-9000,9060,kelly.cardinaui@initec.com,,,160,,,,,,,,,,,,,,@KellyCardinaui,,,,,,,,,,,,,,,,,,,,
9061,Becker,Kevin,"Director, Claims & Loss Recov",Accounting,555-678-9000,9061,kevin.becker@initec.com,,,160,,,,,,,,,,,,,,@KevinBecker,,,,,,,,,,,,,,,,,,,,
9062,Jones,Kristen,"Manager, Compliance Underwrtg",Accounting,555-678-9000,9062,kristen.jones@initec.com,,,160,,,,,,,,,,,,,,@KristenJones,,,,,,,,,,,,,,,,,,,,
9063,Stone-Hickman,Laura,Claims Specialist,Accounting,555-678-9000,9063,laura.stone-hickman@initec.com,,,160,,,,,,,,,,,,,,@LauraStone-Hickman,,,,,,,,,,,,,,,,,,,,
9064,Lambert,Leslie,Compliance Underwriter,Accounting,555-678-9000,9064,leslie.lambert@initec.com,,,160,,,,,,,,,,,,,,@LeslieLambert,,,,,,,,,,,,,,,,,,,,
9065,Blaschke,Linda,"Supervisor, Compliance UW",Accounting,555-678-9000,9065,linda.blaschke@initec.com,,,160,,,,Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,Vienna,Linda,Compliance Underwriter,Accounting,555-678-9000,9066,linda.vienna@initec.com,,,160,,,,,,,,,,,,,,@LindaVienna,,,,,,,,,,,,,,,,,,,,
9067,Brunetti,Lupe,Claims Representative,Accounting,555-678-9000,9067,lupe.brunetti@initec.com,,,160,,,,,,,,,,,,,,@LupeBrunetti,,,,,,,,,,,,,,,,,,,,
9068,Concepcion,Lynnea,Claims Specialist,Finance,555-678-9000,9068,lynnea.concepcion@initec.com,,,160,,,,,,,,,,,,,,@LynneaConcepcion,,,,,,,,,,,,,,,,,,,,
9069,Ross-Moyer,Maggie,Release Consultant,Accounting,555-678-9000,9069,maggie.ross-moyer@initec.com,,,160,,,,,,,,,,,,,,@MaggieRoss-Moyer,,,,,,,,,,,,,,,,,,,,
9070,Ruiz,Maggie,Claims Representative,Accounting,555-678-9000,9070,maggie.ruiz@initec.com,,,160,,,,,,,,,,,,,,@MaggieRuiz,,,,,,,,,,,,,,,,,,,,
9071,Huffman,Margaret,"Supervisor, Compliance UW",Accounting,555-678-9000,9071,margaret.huffman@initec.com,,,160,,,,,,,,,,,,,,@MargaretHuffman,,,,,,,,,,,,,,,,,,,,
9072,Barger,Maria,Release Consultant,Accounting,555-678-9000,9072,maria.barger@initec.com,,,160,,,,Contractor,,,,,,,,,,@MariaBarger,,,,,,,,,,,,,,,,,,,,
9073,Balram,Mariel,Temporary Worker,Finance,555-678-9000,9073,mariel.balram@initec.com,,,160,,,,Contractor,,Kosher,,,,,,,,@MarielBalram,,,,,,,,,,,,,,,,,,,,
9074,Holt,Marietta,Sales Operations Assistant,Accounting,555-678-9000,9074,marietta.holt@initec.com,,,160,,,,,,,,,,,,,,@MariettaHolt,,,,,,,,,,,,,,,,,,,,
9075,Pannes,Marsha,Executive Assistant II,Sales,555-678-9000,9075,marsha.pannes@initec.com,,,160,,,,,,,,,,,,,,@MarshaPannes,,,,,,,,,,,,,,,,,,,,
9076,Kerr,Martha,Release Consultant,Accounting,555-678-9000,9076,martha.kerr@initec.com,,,160,,,,,,,,,,,,,,@MarthaKerr,,,,,,,,,,,,,,,,,,,,
9077,Lewis,Meg,Claims Specialist,Accounting,555-678-9000,9077,meg.lewis@initec.com,,,160,,,,,,,,,,,,,,@MegLewis,,,,,,,,,,,,,,,,,,,,
9078,Petre,Melissa,Claims Representative,IT,555-678-9000,9078,melissa.petre@initec.com,,,170,,,,,,,,,,,,,,@MelissaPetre,,,,,,,,,,,,,,,,,,,,
9079,Ramirez,Melissa,Claims Recovery Specialist,Accounting,555-678-9000,9079,melissa.ramirez@initec.com,,,170,,,,,,,,,,,,,,@MelissaRamirez,,,,,,,,,,,,,,,,,,,,
9080,Vaz,Michele,Temporary Worker,Accounting,555-678-9000,9080,michele.vaz@initec.com,,,170,,,,,,,,,,,,,,@MicheleVaz,,,,,,,,,,,,,,,,,,,,
9081,Evans,Mike,Sr. Sales Strategist,Finance,555-678-9000,9081,mike.evans@initec.com,,,170,,,,,,,,,,,,,,@MikeEvans,,,,,,,,,,,,,,,,,,,,
9082,Gee,Nancy,"Supervisor, Claims",Accounting,555-678-9000,9082,nancy.gee@initec.com,,,170,,,,,,,,,,,,,,@NancyGee,,,,,,,,,,,,,,,,,,,,
9083,Slinger,Nancy,Executive Assistant II,Accounting,555-678-9000,9083,nancy.slinger@initec.com,,,170,,,,,,,,,,,,,,@NancySlinger,,,,,,,,,,,,,,,,,,,,
9084,Scott,Natasha,Claims Recovery Specialist,Human Resources,555-678-9000,9084,natasha.scott@initec.com,,,170,,,,Contractor,,,,,,,,,,@NatashaScott,,,,,,,,,,,,,,,,,,,,
9085,Shamim,Sahba,Claims Specialist,Finance,555-678-9000,9085,shamim@officespacesoftware.com,,,170,,,,Contractor,,,,,,,,,,@NathanBalingit,,,,,,,,,,,,,,,,,,,,
9086,Harris,Neysa,Claims Representative,Sales,555-678-9000,9086,neysa.harris@initec.com,,,170,,,,,,,,,,,,,,@NeysaHarris,,,,,,,,,,,,,,,,,,,,
9087,Melara,Nguyet,Claims Specialist,Finance,555-678-9000,9087,nguyet.melara@initec.com,,,170,,,,,,,,,,,,,,@NguyetMelara,,,,,,,,,,,,,,,,,,,,
9088,Martinez,Nick,Temporary Worker,Finance,555-678-9000,9088,nick.martinez@initec.com,,,170,,,,,,,,,,,,,,@NickMartinez,,,,,,,,,,,,,,,,,,,,
9089,Hutchings,Nicole,Pool Marketing Specialist,Accounting,555-678-9000,9089,nicole.hutchings@initec.com,,,170,,,,,,,,,,,,,,@NicoleHutchings,,,,,,,,,,,,,,,,,,,,
9090,Markantes,Pam,Remedy Underwriting Analyst,Accounting,555-678-9000,9090,pam.markantes@initec.com,,,170,,,,,,,,,,,,,,@PamMarkantes,,,,,,,,,,,,,,,,,,,,
9091,Juul-Yore,Patti,Compliance Underwriter,Human Resources,555-678-9000,9091,patti.juul-yore@initec.com,,,170,,,,,,,,,,,,,,@PattiJuul-Yore,,,,,,,,,,,,,,,,,,,,
9092,Gerber,Patty,Compliance Underwriter,Accounting,555-678-9000,9092,patty.gerber@initec.com,,,170,,,,,,,,,,,,,,@PattyGerber,,,,,,,,,,,,,,,,,,,,
9093,Zembsch,Patty,"Supervisor, Compliance UW",Accounting,555-678-9000,9093,patty.zembsch@initec.com,,,170,,,,,,,,,,,,,,@PattyZembsch,,,,,,,,,,,,,,,,,,,,
9094,Williams,Paula,Temporary Worker,Accounting,555-678-9000,9094,paula.williams@initec.com,,,170,,,,,,,,,,,,,,@PaulaWilliams,,,,,,,,,,,,,,,,,,,,
9095,Orlando,Peggi,Compliance Underwriter,Accounting,555-678-9000,9095,peggi.orlando@initec.com,,,170,,,,,,,,,,,,,,@PeggiOrlando,,,,,,,,,,,,,,,,,,,,
9096,Johnson,Peggy,Compliance Underwriter,Human Resources,555-678-9000,9096,peggy.johnson@initec.com,,,170,,,,,,,,,,,,,,@PeggyJohnson,,,,,,,,,,,,,,,,,,,,
9097,Shirreffs,Pete,"SVP, Field Sales & Natl Accts",Accounting,555-678-9000,9097,pete.shirreffs@initec.com,,,170,,,,,,,,,,,,,,@PeteShirreffs,,,,,,,,,,,,,,,,,,,,
9098,Zermeno,Pinthip,Claims Specialist,Accounting,555-678-9000,9098,pinthip.zermeno@initec.com,,,170,,,,,,,,,,,,,,@PinthipZermeno,,,,,,,,,,,,,,,,,,,,
9099,Balsara,Pranil,Temporary Worker,Finance,555-678-9000,9099,pranil.balsara@initec.com,,,170,,,,Contractor,,,,,,,,,,@PranilBalsara,,,,,,,,,,,,,,,,,,,,
9100,Domantay,Primo,Sr. Claims Specialist,Accounting,555-678-9000,9100,primo.domantay@initec.com,,,170,,,,,,,,,,,,,,@PrimoDomantay,,,,,,,,,,,,,,,,,,,,
9101,Ray,Rachel,Temporary Worker,Accounting,555-678-9000,9101,rachel.ray@initec.com,,,170,,,,,,,,,,,,,,@RachelRay,,,,,,,,,,,,,,,,,,,,
9102,Turrentine,Ramona,Compliance Underwriter,Accounting,555-678-9000,9102,ramona.turrentine@initec.com,,,170,,,,,,,,,,,,,,@RamonaTurrentine,,,,,,,,,,,,,,,,,,,,
9103,Clancy,Robert,"Manager, Valuations",Accounting,555-678-9000,9103,robert.clancy@initec.com,,,170,,,,,,,,,,,,,,@RobertClancy,,,,,,,,,,,,,,,,,,,,
9104,Rowe,Robert,Temporary Worker,Accounting,555-678-9000,9104,robert.rowe@initec.com,,,170,,,,,,,,,,,,,,@RobertRowe,,,,,,,,,,,,,,,,,,,,
9105,Smith,Robyn,Compliance Underwriter,Accounting,555-678-9000,9105,robyn.smith@initec.com,,,170,,,,,,,,,,,,,,@RobynSmith,,,,,,,,,,,,,,,,,,,,
9106,Tai,Samantha,Claims Consultant,Accounting,555-678-9000,9106,samantha.tai@initec.com,,,170,,,,,,,,,,,,,,@SamanthaTai,,,,,,,,,,,,,,,,,,,,
9107,Boland,Sandra,Compliance Underwriter,Marketing,555-678-9000,9107,sandra.boland@initec.com,,,170,,,,,,,,,,,,,,@SandraBoland,,,,,,,,,,,,,,,,,,,,
9108,Davis,Sandy,Compliance Underwriter,Accounting,555-678-9000,9108,sandy.davis@initec.com,,,170,,,,,,,,,,,,,,@SandyDavis,,,,,,,,,,,,,,,,,,,,
9109,Zelaya,Sasha,Claims Specialist,Marketing,555-678-9000,9109,sasha.zelaya@initec.com,,,170,,,,,,,,,,,,,,@SashaZelaya,,,,,,,,,,,,,,,,,,,,
9110,Morrison,Saskia,Temporary Worker,Accounting,555-678-9000,9110,saskia.morrison@initec.com,,,170,,,,,,,,,,,,,,@SaskiaMorrison,,,,,,,,,,,,,,,,,,,,
9111,Landis,Sharon,Compliance Underwriter,Accounting,555-678-9000,9111,sharon.landis@initec.com,,,170,,,,,,,,,,,,,,@SharonLandis,,,,,,,,,,,,,,,,,,,,
9112,Dinh,Shelly,Sr. Claims Specialist,Accounting,555-678-9000,9112,shelly.dinh@initec.com,,,170,,,,,,,,,,,,,,@ShellyDinh,,,,,,,,,,,,,,,,,,,,
9113,Huntington,Shelly,Compliance Underwriter,Accounting,555-678-9000,9113,shelly.huntington@initec.com,,,170,,,,,,,,,,,,,,@ShellyHuntington,,,,,,,,,,,,,,,,,,,,
9114,Poppi,Sheri,Compliance Underwriter,Accounting,555-678-9000,9114,sheri.poppi@initec.com,,,170,,,,,,,,,,,,,,@SheriPoppi,,,,,,,,,,,,,,,,,,,,
9115,Chambers,Shirley,Temporary Worker,Accounting,555-678-9000,9115,shirley.chambers@initec.com,,,180,,,,,,,,,,,,,,@ShirleyChambers,,,,,,,,,,,,,,,,,,,,
9116,Knox,Stacey,Release Consultant,,555-678-9000,9116,stacey.knox@initec.com,,,180,,,,,,,,,,,,,,@StaceyKnox,,,,,,,,,,,,,,,,,,,,
9117,Hall,Stacy,Compliance Underwriter,Accounting,555-678-9000,9117,stacy.hall@initec.com,,,180,,,,,,,,,,,,,,@StacyHall,,,,,,,,,,,,,,,,,,,,
9118,Hoskins,Stephany,"Manager, Compliance Underwrtg",Accounting,555-678-9000,9118,stephany.hoskins@initec.com,,,180,,,,,,,,,,,,,,@StephanyHoskins,,,,,,,,,,,,,,,,,,,,
9119,Wong,Steve,Compliance Underwriter,Marketing,555-678-9000,9119,steve.wong@initec.com,,,180,,,,,,,,,,,,,,@SteveWong,,,,,,,,,,,,,,,,,,,,
9120,Dominguez,Susan,Sr. REO Specialist,Accounting,555-678-9000,9120,susan.dominguez@initec.com,,,180,,,,,,,,,,,,,,@SusanDominguez,,,,,,,,,,,,,,,,,,,,
9121,McQuiston,Susan,Release Consultant,Accounting,555-678-9000,9121,susan.mcquiston@initec.com,,,180,,,,,,,,,,,,,,@SusanMcQuiston,,,,,,,,,,,,,,,,,,,,
9122,Sundita,Susan,Claims Specialist,Accounting,555-678-9000,9122,susan.sundita@initec.com,,,180,,,,,,,,,,,,,,@SusanSundita,,,,,,,,,,,,,,,,,,,,
9123,Hardman,Susie,Temporary Worker,Accounting,555-678-9000,9123,susie.hardman@initec.com,,,180,,,,,,,,,,,,,,@SusieHardman,,,,,,,,,,,,,,,,,,,,
9124,DeSoto,Suzy,Claims Representative,Accounting,555-678-9000,9124,suzy.desoto@initec.com,,,180,,,,,,,,,,,,,,@SuzyDeSoto,,,,,,,,,,,,,,,,,,,,
9125,Frank,Tammy,"Manager, Claims REO",Accounting,555-678-9000,9125,tammy.frank@initec.com,,,180,,,,,,,,,,,,,,@TammyFrank,,,,,,,,,,,,,,,,,,,,
9126,Riisager,Teddy,Temporary Worker,Accounting,555-678-9000,9126,teddy.riisager@initec.com,,,180,,,,,,,,,,,,,,@TeddyRiisager,,,,,,,,,,,,,,,,,,,,
9127,Love,Terrie,CWR - Agency/Leased Employee,Accounting,555-678-9000,9127,terrie.love@initec.com,,,180,,,,,,,,,,,,,,@TerrieLove,,,,,,,,,,,,,,,,,,,,
9128,Tabar,Thomas,Temporary Worker,Sales,555-678-9000,9128,thomas.tabar@initec.com,,,180,,,,,,,,,,,,,,@ThomasTabar,,,,,,,,,,,,,,,,,,,,
9129,Arbis,Tiffany,Executive Assistant II,Finance,555-678-9000,9129,tiffany.arbis@initec.com,,,180,,,,Other,,,,,4/11/2016,,,,,@TiffanyArbis,,,,,,,,,,,,,,,,,,,,
9130,Johnson,Tom,"VP, Claims and Loss Management",Accounting,555-678-9000,9130,tom.johnson@initec.com,,,180,,,,,,,,,,,,,,@TomJohnson,,,,,,,,,,,,,,,,,,,,
